lat,lon,name,category,importance,osm_id,osm_type,snap_distance_m,source
34.081791,74.820244,Adlife Luxury,tourist_hotel,seasonal,9050373675,node,,OSM via Overpass
34.085086,74.820232,Hotel Downtown,tourist_hotel,seasonal,9050374277,node,,OSM via Overpass
34.083428,74.82132,Al Huda Publice School,school,medium,9050388812,node,,OSM via Overpass
34.083659,74.825431,Hotel Grand Mamta,tourist_hotel,seasonal,9050388816,node,,OSM via Overpass
34.083734,74.819182,Munwaar Plaza,mall,high,9050390669,node,,OSM via Overpass
34.081424,74.827689,Hotel New Rigadoon,tourist_hotel,seasonal,9050390674,node,,OSM via Overpass
34.0832,74.820931,Hotel Apna Ghar,tourist_hotel,seasonal,9050391640,node,,OSM via Overpass
34.084314,74.81909,Crown Plaza Residency,mall,high,9050393602,node,,OSM via Overpass
34.081193,74.819767,Daily Basket,mall,high,9050394689,node,,OSM via Overpass
34.081394,74.818402,Hotel Asian Park,tourist_hotel,seasonal,9050394690,node,,OSM via Overpass
34.084123,74.823669,Wave Mart,mall,high,9050395457,node,,OSM via Overpass
34.081889,74.820508,A Mart Shopping Hub,mall,high,9050396837,node,,OSM via Overpass
34.082104,74.827241,Hotel Royal Inn,tourist_hotel,seasonal,9050399274,node,,OSM via Overpass
34.083557,74.821748,Hotel Royal Bahar,tourist_hotel,seasonal,9050399276,node,,OSM via Overpass
34.080746,74.828533,Hotel Arjumand,tourist_hotel,seasonal,9050401264,node,,OSM via Overpass
34.08333,74.819349,SMD Healthcare And Diagnostics,dispensary,medium,9050402609,node,,OSM via Overpass
34.084488,74.819543,OYO German Residency,tourist_hotel,seasonal,9050404770,node,,OSM via Overpass
34.0811,74.828193,Hotel Maharaja,tourist_hotel,seasonal,9050404790,node,,OSM via Overpass
34.084368,74.82385,Hotel Royal Batoo,tourist_hotel,seasonal,9050404792,node,,OSM via Overpass
34.084994,74.819663,OYO Hotel Azad,tourist_hotel,seasonal,9050406695,node,,OSM via Overpass
34.07293,74.818769,Pick n Choose,mall,high,9052806107,node,,OSM via Overpass
34.069792,74.81007,Yamberzall Mall Court Road,mall,high,9052806108,node,,OSM via Overpass
34.071969,74.809399,Hotel Taj,tourist_hotel,seasonal,9052808300,node,,OSM via Overpass
34.073581,74.820129,Polo View Market,polo_view,high,9052808325,node,,OSM via Overpass
34.072541,74.816955,Fairdeal Shopping Complex,mall,high,9052812899,node,,OSM via Overpass
34.072593,74.819109,Ahdoos Hotel,tourist_hotel,seasonal,9052818047,node,,OSM via Overpass
34.072986,74.810133,J&K Bank and Atm Amira Kadal,amira_kadal,high,9052818428,node,,OSM via Overpass
34.070872,74.810709,New Market Forest Lane,market,medium,9052820651,node,,OSM via Overpass
34.0704,74.8081,Kashmir Emporium Kukar Bazar,tourist_spot,seasonal,9052826130,node,,OSM via Overpass
34.072891,74.818018,Police Station Kothibagh,police_station,medium,9052828230,node,,OSM via Overpass
34.071526,74.809734,Aftab Market Budshah Chowk,market,medium,9052828321,node,,OSM via Overpass
34.071991,74.813075,Central Market Abi Guzar,market,medium,9052828831,node,,OSM via Overpass
33.998325,74.792298,Fire Service Station,govt_office,medium,9067256077,node,,OSM via Overpass
33.999424,74.792002,National Institute of Fashion Technology (NIFT),college,medium,9067279144,node,,OSM via Overpass
34.000294,74.793036,Masjid Ibrahim,jamia_masjid,high,9067314505,node,,OSM via Overpass
33.998331,74.79132,Police Station Rangreth,police_station,medium,9067314775,node,,OSM via Overpass
34.073386,74.799005,Jammu and Kashmir Armed Police Headquarters,police_station,medium,9073488316,node,,OSM via Overpass
34.071761,74.802528,Office Of The Development Commisioner Power,govt_office,medium,9073505979,node,,OSM via Overpass
34.07534,74.832515,Yatri Bhawan Durga Nag Trust,mall,high,9073505983,node,,OSM via Overpass
34.070113,74.803804,Mumtaz Hotel,tourist_hotel,seasonal,9073505986,node,,OSM via Overpass
34.072108,74.804966,Nabeera Complex,market,medium,9073507257,node,,OSM via Overpass
34.063377,74.813575,Silver Square Mall,mall,high,9073507300,node,,OSM via Overpass
34.073631,74.801863,New Civil Secretariat,civil_secretariat,high,9073507513,node,,OSM via Overpass
34.067936,74.833446,Flickerz 24x7 Hub,mall,high,9073507515,node,,OSM via Overpass
34.062174,74.850816,Badami Bagh Cantonment,military,medium,9073518898,node,,OSM via Overpass
34.06964,74.843161,Hotel Solomon Heights,tourist_hotel,seasonal,9073519471,node,,OSM via Overpass
34.072919,74.836953,Hotel International,tourist_hotel,seasonal,9073521057,node,,OSM via Overpass
34.072982,74.835811,Police Station Ram Munshi Bagh,police_station,medium,9073521095,node,,OSM via Overpass
34.067698,74.828601,Hotel Snow Palace,tourist_hotel,seasonal,9073522936,node,,OSM via Overpass
34.074157,74.797528,Dr. Manzoors Skin Care Clinic,clinic,medium,9073523554,node,,OSM via Overpass
34.061797,74.807227,Cluster University Srinagar,college,medium,9073523593,node,,OSM via Overpass
34.071425,74.803218,Crime Branch Headquarters Kashmir,police_station,medium,9073523771,node,,OSM via Overpass
34.065267,74.803277,OYO Hotel Essar,tourist_hotel,seasonal,9073523774,node,,OSM via Overpass
34.063737,74.803149,Masjid Noor,jamia_masjid,high,9073523775,node,,OSM via Overpass
34.064866,74.846923,Kendriya Vidyalaya No. 1 School,school,medium,9073525030,node,,OSM via Overpass
34.045209,74.802342,Sharp Sight Eye Hospital,hospital,high,9073526244,node,,OSM via Overpass
34.044574,74.801795,Police Station Baghat,shikara_ghat,seasonal,9073526245,node,,OSM via Overpass
34.067754,74.803842,Masjid Iqra,jamia_masjid,high,9073526419,node,,OSM via Overpass
34.075624,74.798221,District Police Lines,police_station,medium,9073526517,node,,OSM via Overpass
34.07589,74.830739,Sulaiman Shopping Complex,mall,high,9073526558,node,,OSM via Overpass
34.071729,74.839227,Top Shop Super Market,mall,high,9073526650,node,,OSM via Overpass
34.067578,74.844369,Four Points By Sheraton,tourist_hotel,seasonal,9073526925,node,,OSM via Overpass
34.066533,74.810669,Hotel Sunrise Lal Mandi,tourist_hotel,seasonal,9073526963,node,,OSM via Overpass
34.056166,74.804031,Modern Higer Secondary School Solina,school,medium,9073526964,node,,OSM via Overpass
34.07051,74.821072,Jamia Masjid Sharief Rajbagh,jamia_masjid,high,9073527439,node,,OSM via Overpass
34.061008,74.817632,The Kausar Hotel and Restaurant,tourist_hotel,seasonal,9073527550,node,,OSM via Overpass
34.068081,74.83192,Hotel Grand Habib,tourist_hotel,seasonal,9073527666,node,,OSM via Overpass
34.066006,74.821726,Police Station Rajbagh,police_station,medium,9073527667,node,,OSM via Overpass
34.067354,74.80674,Hamdard Dawakhana Numaan,small_medical,medium,9073527669,node,,OSM via Overpass
34.062855,74.808242,Town Square Plaza,mall,high,9073527670,node,,OSM via Overpass
34.06738,74.825454,New Era Public School,school,medium,9073527671,node,,OSM via Overpass
34.051974,74.803543,ERA Shopping Complex,mall,high,9073527724,node,,OSM via Overpass
34.065977,74.803393,Bindroo Health Zone,small_medical,medium,9073527912,node,,OSM via Overpass
34.071649,74.830113,Chinar Super Market,market,medium,9073527989,node,,OSM via Overpass
34.069574,74.817299,Government Silk Factory,tourist_spot,seasonal,9073527998,node,,OSM via Overpass
34.067349,74.805982,Hotel Abc Reidency Plaza,market,medium,9073527999,node,,OSM via Overpass
34.068483,74.825017,Samci Riveria,market,medium,9073528100,node,,OSM via Overpass
34.067438,74.806244,Dhar Pharmacy,small_medical,medium,9073528102,node,,OSM via Overpass
34.070597,74.803992,Al-Qudas Market,market,medium,9073528103,node,,OSM via Overpass
34.065008,74.820949,Dr. Hasim Chiropractor Imperial Poly clinic,dispensary,medium,9073528106,node,,OSM via Overpass
34.068359,74.825611,Metro International Office Complex,mall,high,9073528107,node,,OSM via Overpass
34.069695,74.821622,Presentation Convent School,school,medium,9073528387,node,,OSM via Overpass
34.067895,74.833918,Hotel Solar Residency,tourist_hotel,seasonal,9073528536,node,,OSM via Overpass
34.067424,74.822372,Rose Petal Srinagar,tourist_hotel,seasonal,9073528537,node,,OSM via Overpass
34.067611,74.807017,Grand L.D,mall,high,9073528646,node,,OSM via Overpass
34.051933,74.805369,Dr. Hyders Dental Clinic,clinic,medium,9073528648,node,,OSM via Overpass
34.063598,74.80847,Ennco Resorts,tourist_hotel,seasonal,9073528649,node,,OSM via Overpass
34.056749,74.802611,Government Kashmir Silk Filatures,tourist_spot,seasonal,9073529231,node,,OSM via Overpass
34.065715,74.825071,Hotel Sterling,tourist_hotel,seasonal,9073529460,node,,OSM via Overpass
34.050738,74.803952,India Meteorological Department,govt_office,medium,9073529519,node,,OSM via Overpass
34.062546,74.81551,Cash and Carry Departmental Store,mall,high,9073529520,node,,OSM via Overpass
34.060221,74.818638,Khan Arcade,market,medium,9073529521,node,,OSM via Overpass
34.065423,74.822316,Hotel Comrade Inn,tourist_hotel,seasonal,9073529522,node,,OSM via Overpass
34.031226,74.799377,Sajad Medicos Unit II 24x7,small_medical,medium,9078499154,node,,OSM via Overpass
34.040352,74.798483,Fracture and Orthopaedic Care Dr. G.M Wani,clinic,medium,9078501659,node,,OSM via Overpass
34.029054,74.797702,7/11 Departmental Store,mall,high,9078505264,node,,OSM via Overpass
34.044471,74.801771,Police Station Sadder,police_station,medium,9078509396,node,,OSM via Overpass
34.025219,74.819941,Jamia Masjid Gulshan Nagar,jamia_masjid,high,9078509398,node,,OSM via Overpass
34.042767,74.800328,Lone Star Hotel,tourist_hotel,seasonal,9078509609,node,,OSM via Overpass
34.039288,74.80238,Simin Rose Garden Montessori School,school,medium,9078514316,node,,OSM via Overpass
34.025945,74.821745,Hotel Royal Park,tourist_hotel,seasonal,9078515592,node,,OSM via Overpass
34.025943,74.820257,Masjid Bilal,jamia_masjid,high,9078519994,node,,OSM via Overpass
34.023958,74.813855,Aamina Hospital And Nursing Home,hospital,high,9078519995,node,,OSM via Overpass
34.041148,74.800191,Derma Asthetics Skin Care And Laser Clinic,clinic,medium,9078526196,node,,OSM via Overpass
34.044953,74.80165,Easy Pick Shop,mall,high,9078526197,node,,OSM via Overpass
34.038849,74.79718,Hotel Deewan Khan,tourist_hotel,seasonal,9078527858,node,,OSM via Overpass
34.040596,74.799626,G.R and Sons,mall,high,9078529720,node,,OSM via Overpass
34.035977,74.791053,Masjid Hasan,jamia_masjid,high,9078529721,node,,OSM via Overpass
34.030228,74.79889,Masjid Sharief Hamdaan,jamia_masjid,high,9078530806,node,,OSM via Overpass
34.035976,74.800715,J&K Small Industries Development Corporation SICOP,sicop,high,9078530917,node,,OSM via Overpass
34.025669,74.80662,Giggles Preparatory School,school,medium,9078531251,node,,OSM via Overpass
34.030229,74.798558,Dr. Syed Kaiser Dental Clinic,clinic,medium,9078531252,node,,OSM via Overpass
34.101122,74.767078,EIC Public School,school,medium,9087619266,node,,OSM via Overpass
34.080066,74.765713,MED AGE Infertility Centre,clinic,medium,9087619269,node,,OSM via Overpass
34.081812,74.790621,Iqbal Sabzi Mandi II,market,medium,9087673780,node,,OSM via Overpass
34.086879,74.780187,J&K Police Station Housing Colony Bemina,police_station,medium,9087673782,node,,OSM via Overpass
34.091937,74.759379,Directorate of Health Services,govt_office,medium,9087673784,node,,OSM via Overpass
34.083485,74.782335,Directorate of Industries and Commerce,govt_office,medium,9087674409,node,,OSM via Overpass
34.107337,74.749713,Mechanical Engineering Department Shalteng Srinagar,govt_office,medium,9087674410,node,,OSM via Overpass
34.085752,74.763663,Jehlum Valley Laboratory and Pharmacy,small_medical,medium,9087676970,node,,OSM via Overpass
34.079819,74.795021,Jehlum Complex,market,medium,9087682609,node,,OSM via Overpass
34.044645,74.78935,Hotel Grand Rayan,tourist_hotel,seasonal,9087683040,node,,OSM via Overpass
34.039192,74.790656,7 Square Mall,mall,high,9087683041,node,,OSM via Overpass
34.075885,74.764844,28 BN Crpf Headquarters,military,medium,9087683045,node,,OSM via Overpass
34.10757,74.748413,Chief Engineee Mechanical Department Kashmir,govt_office,medium,9087686016,node,,OSM via Overpass
34.075097,74.791487,Study Lounge 24x7 Library Reading Room,library,medium,9087687495,node,,OSM via Overpass
34.110096,74.739778,Masjid Iqbal,jamia_masjid,high,9087687644,node,,OSM via Overpass
34.066047,74.780455,Hop and Shop,mall,high,9087689055,node,,OSM via Overpass
34.092633,74.76214,Government State Motor Garages,govt_office,medium,9087690992,node,,OSM via Overpass
34.081694,74.793019,Gulzar Shopping Complex,market,medium,9087691047,node,,OSM via Overpass
34.081935,74.785487,Hotel Opera Inn,tourist_hotel,seasonal,9087691048,node,,OSM via Overpass
34.061152,74.78582,Multicare Polyclinic,clinic,medium,9087691051,node,,OSM via Overpass
34.07096,74.787944,Bhat Complex,market,medium,9087691055,node,,OSM via Overpass
34.108896,74.742273,Khan Complex,mall,high,9087691058,node,,OSM via Overpass
34.08699,74.763146,Syed Medicos Health Clinic,clinic,medium,9087691059,node,,OSM via Overpass
34.075855,74.7945,Kashmir Medical Store,small_medical,medium,9087695967,node,,OSM via Overpass
34.092749,74.776272,Masjid Ibraheem,jamia_masjid,high,9087695970,node,,OSM via Overpass
34.099932,74.76907,Hotel Sobo Central Restaurant OYO,tourist_hotel,seasonal,9087695971,node,,OSM via Overpass
34.080337,74.794792,Plaza Market,market,medium,9087701037,node,,OSM via Overpass
34.067378,74.78118,Grand Park,market,medium,9087701044,node,,OSM via Overpass
34.105685,74.757308,Police Station Parimpora,police_station,medium,9087703453,node,,OSM via Overpass
34.049143,74.787242,Cutis Institute of Dermatology,clinic,medium,9087706158,node,,OSM via Overpass
34.084652,74.78178,Jammu and Kashmir Industries Limited Government Woolen Mills II,govt_office,medium,9087706159,node,,OSM via Overpass
34.097287,74.77219,City Mart,mall,high,9087706162,node,,OSM via Overpass
34.081769,74.763391,Srinagar Development Authority,govt_office,medium,9087706166,node,,OSM via Overpass
34.073315,74.770481,Al-Banaat Hyper Market,mall,high,9087707453,node,,OSM via Overpass
34.068376,74.770975,Interventional Pulmonary and Sleep Disorders Center,clinic,medium,9087708353,node,,OSM via Overpass
34.108433,74.745976,Office of The Executive Magistrate Ist Class Naib-Tehsildaar,govt_office,medium,9087708355,node,,OSM via Overpass
34.073254,74.765276,J&K Police Public Higher Secondary School,school,medium,9087708357,node,,OSM via Overpass
34.07618,74.775682,Wholesale Bazaar,mall,high,9087708540,node,,OSM via Overpass
34.042139,74.788746,Hotel Golden Tulip,tourist_hotel,seasonal,9087708542,node,,OSM via Overpass
34.108933,74.743045,S.M Health Clinic,clinic,medium,9087708546,node,,OSM via Overpass
34.069438,74.783944,Hotel Burge Green OYO,tourist_hotel,seasonal,9087709861,node,,OSM via Overpass
34.108465,74.748543,J&K State Industrial Complex Shalteng,govt_office,medium,9087709864,node,,OSM via Overpass
34.073352,74.768087,Dermis Skin Laser Hair Transplant Clinic,clinic,medium,9087709866,node,,OSM via Overpass
34.063072,74.782829,Tiny Harts School,school,medium,9087712196,node,,OSM via Overpass
34.078819,74.781781,Iqbal Memorial Institute (Girls Block),school,medium,9087714438,node,,OSM via Overpass
34.0975,74.772072,Al-Rehman Plaza,mall,high,9087714442,node,,OSM via Overpass
34.100663,74.767212,Parimpora Fruit Mandi and Transport Corporation,bus_station,high,9087714443,node,,OSM via Overpass
34.081845,74.791569,Iqbal Sabzi Mandi Batamaloo,market,medium,9087715220,node,,OSM via Overpass
34.073987,74.771935,Motherhood Solace Dr. Nighat Salim,shikara_ghat,seasonal,9087715221,node,,OSM via Overpass
34.084723,74.782047,Chattabal Military Garrison,military,medium,9087715224,node,,OSM via Overpass
34.099074,74.769657,Daily Needs Departmental Store,mall,high,9087715226,node,,OSM via Overpass
34.088137,74.762686,Khattab Clinic and Laboratory,clinic,medium,9087715229,node,,OSM via Overpass
34.065372,74.779879,Masjid Jami Ahli Hadees,jamia_masjid,high,9087716559,node,,OSM via Overpass
34.073378,74.788327,Aisha Complex,mall,high,9087716561,node,,OSM via Overpass
34.05878,74.786664,SM Traders,supermarket,high,9087716735,node,,OSM via Overpass
34.089117,74.778659,Marhaba Departmental Store,mall,high,9087716740,node,,OSM via Overpass
34.107701,74.751544,Masjid Gousia,jamia_masjid,high,9087717008,node,,OSM via Overpass
34.034968,74.819342,Jamia Masjid Ahlihadees,jamia_masjid,high,9094151505,node,,OSM via Overpass
34.04835,74.807833,Prof. Dr Nazir Ahamd Wani,clinic,medium,9094179654,node,,OSM via Overpass
34.046689,74.811578,Angels Convent School,school,medium,9094179655,node,,OSM via Overpass
34.046145,74.81412,Cherry Basket,mall,high,9094179656,node,,OSM via Overpass
34.026392,74.809192,National Center of Diabetes and Hormones,clinic,medium,9094196494,node,,OSM via Overpass
34.04142,74.809563,Masjid Owais Qarni,jamia_masjid,high,9094196497,node,,OSM via Overpass
34.013155,74.76651,Airport Market Place II,market,medium,9094196499,node,,OSM via Overpass
34.038412,74.78858,Al-Ameen Charitable Hospital And Nursing Home,hospital,high,9094196789,node,,OSM via Overpass
34.026729,74.777476,Masjid Sharief Airport Road Peerbagh,jamia_masjid,high,9094197011,node,,OSM via Overpass
34.004483,74.794897,Gurudwara Sahib,jamia_masjid,high,9094199834,node,,OSM via Overpass
34.031987,74.780355,Sheikh ul Aalam Complex Peerbagh,mall,high,9094199835,node,,OSM via Overpass
34.036936,74.784539,Momin Complex,mall,high,9094199836,node,,OSM via Overpass
34.046063,74.813803,Masjid Rehmat,jamia_masjid,high,9094200549,node,,OSM via Overpass
34.038586,74.819243,Aziz Complex,market,medium,9094200551,node,,OSM via Overpass
34.015429,74.81018,Pill Pharmacy,small_medical,medium,9094200552,node,,OSM via Overpass
33.996721,74.790465,Jammu and Kashmir State Induastrial Development Corporation Ltd Rangreth,govt_office,medium,9094200557,node,,OSM via Overpass
34.027874,74.824096,Genius Public School Creche Cum Preparatory School,school,medium,9094201682,node,,OSM via Overpass
34.013266,74.79945,Syed Jaffer Memorial Institute,school,medium,9094201701,node,,OSM via Overpass
34.033107,74.781593,City Eye Care Centre,clinic,medium,9094201703,node,,OSM via Overpass
34.028842,74.808218,Masjid Hanfia Lal Nagar Chanpora,jamia_masjid,high,9094205814,node,,OSM via Overpass
34.035706,74.808836,Masjid Abu Bakr Sidiq R.A,jamia_masjid,high,9094206344,node,,OSM via Overpass
34.030586,74.808718,Dr's Hub Health and Care Clinic Chanpora,clinic,medium,9094208381,node,,OSM via Overpass
34.032156,74.782116,Ahlihadees Masjid Muhammad Peerbagh,jamia_masjid,high,9094208383,node,,OSM via Overpass
34.012115,74.811815,Jamia Masjid Bait Al Noor,jamia_masjid,high,9094210501,node,,OSM via Overpass
34.029028,74.808735,Shah Sons Group,mall,high,9094210502,node,,OSM via Overpass
34.013072,74.799309,Wholesale Bazar,mall,high,9094210503,node,,OSM via Overpass
34.026459,74.797185,Govt. Boys Higher Secondary School Rawal Pora,school,medium,9094210721,node,,OSM via Overpass
34.027469,74.778181,Ibrahs Mall,market,medium,9094210725,node,,OSM via Overpass
34.03447,74.782832,Modern ENT Clinic,clinic,medium,9094210726,node,,OSM via Overpass
34.016047,74.810009,Blooms Departmental Store,mall,high,9094212626,node,,OSM via Overpass
34.011382,74.799794,Sheikh ul Alam Jamia Masjid Rawalpora,jamia_masjid,high,9094213060,node,,OSM via Overpass
34.03857,74.786605,Syed Haider Simnaani (RH) Hyderpora,jamia_masjid,high,9094213062,node,,OSM via Overpass
34.047561,74.810587,Government Boys Higher Secondary School,school,medium,9094213288,node,,OSM via Overpass
34.047487,74.809663,Arun Public High School,school,medium,9094213487,node,,OSM via Overpass
34.020982,74.80949,Al-Azhar Group,mall,high,9094213489,node,,OSM via Overpass
34.027242,74.808514,Super Market,mall,high,9094213491,node,,OSM via Overpass
34.021296,74.772145,Vision Public School,school,medium,9094213496,node,,OSM via Overpass
34.0433,74.818449,Masjid Jamia Abu Bakr Sideeq R.A,jamia_masjid,high,9094214305,node,,OSM via Overpass
34.022832,74.774364,Falah Health Care Pharmacy and Clinic,clinic,medium,9094214310,node,,OSM via Overpass
34.016341,74.762365,Border Security Force Airport Road,military,medium,9094214311,node,,OSM via Overpass
34.038094,74.819656,Unani amd Panchkarma Hospital,hospital,high,9094214992,node,,OSM via Overpass
33.998153,74.789438,Headquarters Chief Engineer Project Beacon,military,medium,9094214994,node,,OSM via Overpass
34.030669,74.779279,Government of J&K anti Coreuption Bureau Headquarters,police_station,medium,9094214995,node,,OSM via Overpass
34.035414,74.783495,International Islamic School,school,medium,9094214996,node,,OSM via Overpass
34.013957,74.810807,Masjid Jamia Ahlihadees,jamia_masjid,high,9094218204,node,,OSM via Overpass
34.030096,74.779282,Skill Development Centre,govt_office,medium,9094218205,node,,OSM via Overpass
34.020219,74.80968,Urban Mart,mall,high,9094219210,node,,OSM via Overpass
34.032202,74.808848,Al-Mushtaq Plaza,mall,high,9094219211,node,,OSM via Overpass
34.038598,74.810027,Shah Complex,mall,high,9094219212,node,,OSM via Overpass
34.048633,74.807076,Masjid Jamia,jamia_masjid,high,9094220251,node,,OSM via Overpass
34.016634,74.80971,Hotel New Sahil,tourist_hotel,seasonal,9094220253,node,,OSM via Overpass
34.00803,74.812832,Alamdar Mission Sec School,school,medium,9094220254,node,,OSM via Overpass
34.042542,74.810282,GOD's Favour Medicose,small_medical,medium,9094220255,node,,OSM via Overpass
34.017899,74.798431,Orchids Super Market,mall,high,9094220256,node,,OSM via Overpass
34.041516,74.818232,Crescent Higher Secondary School,school,medium,9094220403,node,,OSM via Overpass
34.006577,74.795729,Family Mart,mall,high,9094220406,node,,OSM via Overpass
34.037112,74.788968,Iqbal Memorial Shopping Mall,mall,high,9094220407,node,,OSM via Overpass
34.016736,74.767817,Police Post Humhama Diatrict Budgam,police_station,medium,9094220409,node,,OSM via Overpass
34.029808,74.822993,Gani Complex,market,medium,9094220761,node,,OSM via Overpass
34.022685,74.79789,New Caset Secondary School,school,medium,9094220763,node,,OSM via Overpass
34.031467,74.781697,City Max Departmental Store,mall,high,9094220765,node,,OSM via Overpass
34.014675,74.76163,Saifco Shopping Complex Airport Market,market,medium,9094220769,node,,OSM via Overpass
34.050647,74.805377,Hotel Zam Zam,tourist_hotel,seasonal,9094221029,node,,OSM via Overpass
34.03807,74.818239,Masjid Usmaan,jamia_masjid,high,9094221030,node,,OSM via Overpass
34.021832,74.798399,Jamia Syed Jafar,jamia_masjid,high,9094221034,node,,OSM via Overpass
34.034447,74.78464,Hotel Heritage Luxury,tourist_hotel,seasonal,9094222242,node,,OSM via Overpass
34.02998,74.780359,Bhat Provisional Store,mall,high,9094222244,node,,OSM via Overpass
34.023501,74.775063,JK Ply Agency,market,medium,9094222245,node,,OSM via Overpass
34.036187,74.818064,Tripa A Complex,market,medium,9094222517,node,,OSM via Overpass
34.031662,74.808462,Jamia Ahlihadees Chanpora,jamia_masjid,high,9094222521,node,,OSM via Overpass
34.01912,74.798184,Al-Madina Departmental Store,mall,high,9094222523,node,,OSM via Overpass
34.013371,74.767702,The Kashmir Valley School,school,medium,9094223098,node,,OSM via Overpass
34.019672,74.768135,Jamia Masjid Shareef Darul Salaam,jamia_masjid,high,9094223729,node,,OSM via Overpass
34.02681,74.776392,Orbit Girls School,girls_school,medium,9094223822,node,,OSM via Overpass
33.996367,74.790621,NIELIT Srinagar,college,medium,9098657945,node,,OSM via Overpass
34.016592,74.830356,Masjid Hafsa,jamia_masjid,high,9100754406,node,,OSM via Overpass
34.040071,74.880204,Valley Mega Mall,mall,high,9100754407,node,,OSM via Overpass
34.024255,74.916238,Umeed Shopping Plaza,mall,high,9100754409,node,,OSM via Overpass
34.089701,74.82059,Masjid Hanfia Shakoor Baba Sahib,jamia_masjid,high,9100754412,node,,OSM via Overpass
34.027645,74.90997,Kong Posh Hospital,hospital,high,9100766689,node,,OSM via Overpass
34.058241,74.855082,216 Transit Camp Badamibagh Cantonment,military,medium,9100766691,node,,OSM via Overpass
34.017887,74.829934,Maqbool Complex,market,medium,9100779895,node,,OSM via Overpass
34.090784,74.821256,Hotel City Grace,tourist_hotel,seasonal,9100781348,node,,OSM via Overpass
34.094069,74.815037,Panun Bazar,mall,high,9100781349,node,,OSM via Overpass
34.018906,74.914826,Reyaf Marriage Store,supermarket,high,9100801460,node,,OSM via Overpass
34.097975,74.810367,Jamia Market,market,medium,9100801463,node,,OSM via Overpass
34.08605,74.823148,Masjid Gousia,jamia_masjid,high,9100848281,node,,OSM via Overpass
34.010697,74.83384,Govenment Higher Secondary Institute,school,medium,9100855971,node,,OSM via Overpass
34.095191,74.813399,Dr. Syed Ashiq Hussain Naqshbandi,clinic,medium,9100855997,node,,OSM via Overpass
34.107803,74.80896,Souk- Al Jannat Mall,mall,high,9100855998,node,,OSM via Overpass
34.024023,74.826792,Masjid Sharief Wanbal,jamia_masjid,high,9100863414,node,,OSM via Overpass
34.018558,74.828678,Physiotherapy Clinic,clinic,medium,9100882355,node,,OSM via Overpass
34.024346,74.91419,Masjid Chaar Yaar Hanfia,jamia_masjid,high,9100882356,node,,OSM via Overpass
34.085877,74.818918,Hotel Marhaba United,tourist_hotel,seasonal,9100882357,node,,OSM via Overpass
34.010233,74.833313,Department of Rural Development,govt_office,medium,9100893041,node,,OSM via Overpass
34.018597,74.91315,Khadi Udyog Bhawan,govt_office,medium,9100893043,node,,OSM via Overpass
34.089459,74.822257,Holiday Villa,tourist_hotel,seasonal,9100893045,node,,OSM via Overpass
34.09124,74.820779,Creative Minds Creche Cum Preparatiry School,school,medium,9100893046,node,,OSM via Overpass
34.008518,74.834357,Pradhan Mantri Bhartiya Jan Aushadi Kendra,small_medical,medium,9100896746,node,,OSM via Overpass
34.092042,74.813327,Blueberries Departmental Store,mall,high,9100896751,node,,OSM via Overpass
34.021959,74.828446,Mankind Pharma Ltd,small_medical,medium,9100902147,node,,OSM via Overpass
34.09931,74.809378,Jamia Market Gate II,market,medium,9100902212,node,,OSM via Overpass
34.006625,74.835598,Muslim International School,school,medium,9100957499,node,,OSM via Overpass
34.100162,74.809618,Masjid Sharief Malik Jalal Ud Din Gori RA,jamia_masjid,high,9100959237,node,,OSM via Overpass
34.015702,74.831262,A&H Hyper Market,mall,high,9100974852,node,,OSM via Overpass
34.0132,74.831567,Saudah Salf Tuhund Panun Dukaan,mall,high,9100974853,node,,OSM via Overpass
34.104882,74.808811,Block 13 Mall,mall,high,9100974865,node,,OSM via Overpass
34.107735,74.809285,Gulswarm Childrens Clinic,clinic,medium,9100974866,node,,OSM via Overpass
34.0273,74.827583,M.Y Shopping Complex,mall,high,9100992534,node,,OSM via Overpass
34.097455,74.812448,Downtown Supermarket,supermarket,high,9100992539,node,,OSM via Overpass
34.017984,74.913343,Masjid Sharief Drangbal Pampore,jamia_masjid,high,9101014088,node,,OSM via Overpass
34.09388,74.814923,Handia Masjid,jamia_masjid,high,9101014090,node,,OSM via Overpass
34.01627,74.912769,Al-Rashid Plaza,mall,high,9101022964,node,,OSM via Overpass
34.038871,74.882173,Masjid Dar Ul Huda Panthachoek,jamia_masjid,high,9101022965,node,,OSM via Overpass
34.104579,74.808741,City Square Complex,mall,high,9101022968,node,,OSM via Overpass
34.110473,74.809201,Ain Posh Pharmacy,small_medical,medium,9101022969,node,,OSM via Overpass
34.014657,74.831618,Masjid Umer,jamia_masjid,high,9101034620,node,,OSM via Overpass
34.032315,74.906136,Government Joinery Mills Pampore,govt_office,medium,9101034624,node,,OSM via Overpass
34.009127,74.834839,K-Mart Departmental Store,mall,high,9101038178,node,,OSM via Overpass
34.01921,74.91457,Nisar Enterprises,supermarket,high,9101038182,node,,OSM via Overpass
34.039302,74.885323,Hanfia Jamia Masjid,jamia_masjid,high,9101080392,node,,OSM via Overpass
34.020829,74.91786,Saffron Shopping Complex,market,medium,9101098090,node,,OSM via Overpass
34.110714,74.809489,Masjid Hanfia Hawal,jamia_masjid,high,9101098092,node,,OSM via Overpass
