S. No,Office Name,Registration No.,Registration Date,Vehicle Category,Vehicle Type,Vehicle Class,Permit Type,Permit Category,Permit Issue Date,Permit Valid From,Permit Upto,Region Covered,Route Covered,From Location,To Location,Via Location,Permit Service Type Name,Registration Finacial year,Permit Finacial year,Vehicle Fuel,Goods To Carry,E-Bus Identifier
12695.0,SRINAGAR RTO,JK01F2642,15-Jan-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-Apr-02,05-Jan-19,04-Jan-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Hazratbal,Qamarwari,Express Service,2001-2002,2002-2003,DIESEL,,
12696.0,SRINAGAR RTO,JK01F2658,16-Jan-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,31-Mar-88,31-Mar-20,30-Mar-22,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,Express Service,2001-2002,1987-1988,DIESEL,,
12697.0,SRINAGAR RTO,JK01F2861,04-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,04-Feb-03,05-Feb-21,04-Feb-24,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,,2001-2002,2002-2003,DIESEL,,
12698.0,SRINAGAR RTO,JK01F3066,21-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,28-Feb-02,28-Feb-19,27-Feb-20,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Express Service,2001-2002,2001-2002,DIESEL,,
12699.0,SRINAGAR RTO,JK01F3080,21-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Mar-02,02-Mar-22,01-Mar-23,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Ordinary Service,2001-2002,2001-2002,DIESEL,,
12700.0,SRINAGAR RTO,JK01F3087,21-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,22-May-89,22-May-20,21-May-25,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Chadora,Jehangir Chowk,Ordinary Service,2001-2002,1989-1990,DIESEL,,
12701.0,SRINAGAR RTO,JK01F3096,26-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Mar-02,28-Feb-20,27-Feb-21,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Ordinary Service,2001-2002,2001-2002,DIESEL,,
12702.0,SRINAGAR RTO,JK01F3097,26-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Mar-02,28-Feb-20,27-Feb-22,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Ordinary Service,2001-2002,2001-2002,DIESEL,,
12703.0,SRINAGAR RTO,JK01F3098,26-Feb-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Mar-03,01-Mar-17,28-Feb-18,OUTSKIRTS OF SRINAGAR CITY,,Qamarwari,Hazratbal,Raziakadal,Express Service,2001-2002,2002-2003,DIESEL,,
12704.0,SRINAGAR RTO,JK01F3101,26-Feb-02,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,10-May-89,09-May-23,08-May-28,WESTERN AREA OF SGR ROTATION BASIS,,Soura,Jehangir Chowk,Zonimar,Ordinary Service,2001-2002,1989-1990,DIESEL,,
12705.0,SRINAGAR RTO,JK01F3226,02-Mar-02,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,13-May-02,13-Mar-19,12-Mar-20,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Express Service,2001-2002,2002-2003,DIESEL,,
12706.0,SRINAGAR RTO,JK01F3384,09-Mar-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jun-89,07-Jun-18,06-Jun-19,WESTERN AREA OF SRINAGAR CITY,,HMT,Jehangir Chowk,Batamallo,Express Service,2001-2002,1989-1990,DIESEL,,
12707.0,SRINAGAR RTO,JK01F3462,13-Mar-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,16-Mar-02,16-Mar-23,15-Mar-28,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,Parimpora,Qamarwari,Ordinary Service,2001-2002,2001-2002,DIESEL,,
12708.0,SRINAGAR RTO,JK01F3502,15-Mar-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Mar-04,19-Mar-18,18-Mar-19,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Express Service,2001-2002,2003-2004,DIESEL,,
12710.0,SRINAGAR RTO,JK01F3671,03-Mar-02,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,11-May-89,11-May-18,10-May-19,EASTERN AREA OF SGR ROTATION BASIS,,Saidakadal,Bypass,Dalgate,Express Service,2001-2002,1989-1990,DIESEL,,
12711.0,SRINAGAR RTO,JK01F3675,23-Mar-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Mar-02,08-Dec-18,08-Dec-19,EASTERN AREA OF SGR ROTATION BASIS,,Saidakadal,Bypass,Dalgate,Ordinary Service,2001-2002,2001-2002,DIESEL,,
12713.0,SRINAGAR RTO,JK01F3899,03-Apr-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,10-Apr-02,09-Apr-24,08-Apr-29,WESTERN AREA OF SGR ROTATION BASIS,,HMT,Jehangir Chowk,Batamallo,,2002-2003,2002-2003,DIESEL,,
12714.0,SRINAGAR RTO,JK01F3905,03-Apr-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-Sep-04,22-Sep-20,21-Sep-22,WESTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,HMT,Parimpora,Ordinary Service,2002-2003,2004-2005,DIESEL,,
12715.0,SRINAGAR RTO,JK01F3908,03-Apr-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-89,23-May-17,22-May-19,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,Ordinary Service,2002-2003,1989-1990,DIESEL,,
12716.0,SRINAGAR RTO,JK01F4232,15-Apr-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,15-Apr-02,16-Apr-20,15-Apr-23,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12717.0,SRINAGAR RTO,JK01F4366,18-May-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MEDIUM BUSES,23-Apr-02,23-Apr-19,22-Apr-20,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Express Service,2002-2003,2002-2003,DIESEL,,
12718.0,SRINAGAR RTO,JK01F4749,02-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,15-Apr-02,16-Apr-24,15-Apr-29,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,,2002-2003,2002-2003,DIESEL,,
12719.0,SRINAGAR RTO,JK01F4913,08-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jun-02,06-Jun-16,06-Jun-18,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12720.0,SRINAGAR RTO,JK01F4924,08-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,01-Jun-00,01-Jun-20,31-May-23,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,Express Service,2002-2003,2000-2001,DIESEL,,
12721.0,SRINAGAR RTO,JK01F4928,08-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,01-Jun-02,01-Jun-20,31-May-23,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Panzinara,Parimpora,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12722.0,SRINAGAR RTO,JK01F4944,08-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Jul-02,07-Jul-23,06-Jul-28,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,Express Service,2002-2003,2002-2003,DIESEL,,
12723.0,SRINAGAR RTO,JK01F4947,08-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,31-May-02,31-May-19,30-May-20,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,Express Service,2002-2003,2002-2003,DIESEL,,
12724.0,SRINAGAR RTO,JK01F5077,14-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,24-Jul-98,24-Jul-14,23-Jul-19,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Tengpora,Express Service,2002-2003,1998-1999,DIESEL,,
12725.0,SRINAGAR RTO,JK01F5224,20-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,31-Mar-02,31-Mar-25,30-Mar-30,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,,2002-2003,2001-2002,DIESEL,,
12726.0,SRINAGAR RTO,JK01F5272,29-May-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,23-May-02,23-May-19,22-May-20,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,Express Service,2002-2003,2002-2003,DIESEL,,
12727.0,SRINAGAR RTO,JK01F5397,01-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,13-Jun-02,13-Jun-20,12-Jun-22,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12729.0,SRINAGAR RTO,JK01F5459,05-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,08-Jul-02,07-Jul-20,06-Jul-21,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora ,Rawalpora,Jehangir Chowk,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12730.0,SRINAGAR RTO,JK01F5485,06-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Aug-02,09-Aug-20,08-Aug-22,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Tengpora,Goods Service,2002-2003,2002-2003,DIESEL,,
12731.0,SRINAGAR RTO,JK01F5489,06-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,21-Jun-02,21-Jun-20,20-Jun-25,EASTERN AREA OF SGR ROTATION BASIS,,Jehangir Chowk,JVC,Bemina,Express Service,2002-2003,2002-2003,DIESEL,,
12732.0,SRINAGAR RTO,JK01F5503,07-Jun-02,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Aug-02,08-Aug-20,07-Aug-23,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Tengpora,Express Service,2002-2003,2002-2003,DIESEL,,
12733.0,SRINAGAR RTO,JK01F5505,07-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jul-02,10-Jul-21,09-Jul-25,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Express Service,2002-2003,2002-2003,DIESEL,,
12734.0,SRINAGAR RTO,JK01F5665,11-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,04-Jan-96,23-Feb-22,22-Feb-27,WESTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Mominabad Tengpora,,2002-2003,1995-1996,DIESEL,,
12735.0,SRINAGAR RTO,JK01F5776,15-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Jul-03,08-Jul-20,07-Jul-21,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,HMT,Parimpora,Express Service,2002-2003,2003-2004,DIESEL,,
12736.0,SRINAGAR RTO,JK01F5886,19-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,29-Jun-02,29-Jun-20,28-Jun-21,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Mominabad Tengpora,Express Service,2002-2003,2002-2003,DIESEL,,
12737.0,SRINAGAR RTO,JK01F5916,20-Sep-02,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,12-Jul-02,12-Jul-20,11-Jul-22,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Pantha chowk,Mominabad Tengpora,Express Service,2002-2003,2002-2003,DIESEL,,
12738.0,SRINAGAR RTO,JK01F5918,20-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,15-Feb-87,15-Feb-23,14-Feb-28,WESTERN AREA OF SRINAGAR CITY,,Jehangir Chowk,Budgam,Khumani Chowk,,2002-2003,1986-1987,DIESEL,,
12739.0,SRINAGAR RTO,JK01F5923,20-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-85,08-May-18,08-May-19,EASTERN AREA OF SGR ROTATION BASIS,,Lalbazar ,Parimpora,Raziakadal,Express Service,2002-2003,1985-1986,DIESEL,,
12740.0,SRINAGAR RTO,JK01F5965,21-Jun-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,01-Apr-84,01-Apr-21,31-Mar-22,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Zonimar,Ordinary Service,2002-2003,1984-1985,DIESEL,,
12741.0,SRINAGAR RTO,JK01F6178,29-Jun-02,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,11-Nov-97,10-Nov-20,09-Nov-25,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,,2002-2003,1997-1998,DIESEL,,
12742.0,SRINAGAR RTO,JK01F6241,01-Jul-02,LPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,10-Jul-02,10-Jul-17,09-Jul-18,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Panthachowk,Mominabad Tengpora,Express Service,2002-2003,2002-2003,DIESEL,,
12743.0,SRINAGAR RTO,JK01F6304,03-Jul-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,20-Jul-02,25-Jul-25,24-Jul-30,WESTERN AREA OF SGR ROTATION BASIS,,Soura,Jehangir Chowk,Zonimar,,2002-2003,2002-2003,DIESEL,,
12744.0,SRINAGAR RTO,JK01F6385,05-Jul-02,MPV,Commercial,Omni Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,11-May-89,11-Sep-19,10-Sep-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2002-2003,1989-1990,DIESEL,,
12745.0,SRINAGAR RTO,JK01F7293,03-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Aug-02,08-Aug-18,07-Aug-19,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Express Service,2002-2003,2002-2003,DIESEL,,
12746.0,SRINAGAR RTO,JK01F7316,03-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,30-Apr-02,29-Apr-19,29-Apr-20,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Jehangir Chowk,Dalgate,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12747.0,SRINAGAR RTO,JK01F7436,07-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,03-Jul-89,16-Sep-23,15-Sep-28,WESTERN AREA OF SRINAGAR CITY,,Narbal,Jehangir Chowk,Qamarwari,,2002-2003,1989-1990,DIESEL,,
12748.0,SRINAGAR RTO,JK01F7453,08-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,10-Aug-02,10-Aug-20,09-Aug-22,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Budgam,Bypass,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12749.0,SRINAGAR RTO,JK01F7612,13-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,31-Mar-92,01-Apr-20,31-Mar-23,WESTERN AREA OF SRINAGAR CITY,,Qamarwari,Dalgate,Khanyar,,2002-2003,1991-1992,DIESEL,,
12750.0,SRINAGAR RTO,JK01F7673,17-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,22-May-04,22-Aug-18,21-Aug-19,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Budgam,Bypass,Express Service,2002-2003,2004-2005,DIESEL,,
12751.0,SRINAGAR RTO,JK01F7765,21-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,29-Aug-02,28-Aug-20,27-Aug-22,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Tengpora,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12752.0,SRINAGAR RTO,JK01F7825,22-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Sep-02,25-Sep-19,24-Sep-24,WESTERN AREA OF SRINAGAR CITY,,Parimpora ,Jehangir Chowk,Rangrath,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12753.0,SRINAGAR RTO,JK01F7826,22-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,07-Sep-02,07-Sep-18,06-Sep-19,EASTERN AREA OF SGR ROTATION BASIS,,Qamarwari,Dalgate,Bohrikadal,Express Service,2002-2003,2002-2003,DIESEL,,
12754.0,SRINAGAR RTO,JK01F7827,22-Aug-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,27-Aug-02,26-Aug-19,26-Aug-20,OUTSKIRTS OF SRINAGAR CITY,,Batamallo,Panthachok,Hyderpora,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12755.0,SRINAGAR RTO,JK01F8211,05-Sep-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,16-May-89,16-May-20,15-May-24,WESTERN AREA OF SRINAGAR CITY,,Soura,Jehangir Chowk,Qamarwari,Express Service,2002-2003,1989-1990,DIESEL,,
12756.0,SRINAGAR RTO,JK01F8323,10-Sep-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Sep-02,19-Sep-18,18-Sep-19,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,LD,Dalgate,Express Service,2002-2003,2002-2003,DIESEL,,
12757.0,SRINAGAR RTO,JK01F8324,10-Sep-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,19-Sep-02,19-Sep-20,18-Sep-22,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,LD,Dalgate,Express Service,2002-2003,2002-2003,DIESEL,,
12758.0,SRINAGAR RTO,JK01F8354,11-Sep-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,14-Sep-02,14-Sep-18,13-Sep-19,OUTSKIRTS OF SRINAGAR CITY,,Lalbazar ,LD,Dalgate,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12759.0,SRINAGAR RTO,JK01F8832,09-Oct-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,28-Oct-02,28-Oct-20,27-Oct-22,,,JVC,BATWARA,LAL CHOWK,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12760.0,SRINAGAR RTO,JK01F8985,18-Oct-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,08-Apr-85,08-May-22,07-May-24,EASTERN AREA OF SGR ROTATION BASIS,,Narbal,Jehangir Chowk,Qamarwari,Express Service,2002-2003,1985-1986,DIESEL,,
12761.0,SRINAGAR RTO,JK01F8997,19-Oct-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,25-Oct-02,25-Oct-22,24-Oct-27,,,QAMARWARI,DALGATE,BATMALOO,Ordinary Service,2002-2003,2002-2003,DIESEL,,
12762.0,SRINAGAR RTO,JK01F9402,06-Nov-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,02-Dec-96,01-Dec-22,30-Nov-27,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2002-2003,1996-1997,DIESEL,,
12763.0,SRINAGAR RTO,JK01F9406,06-Nov-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,18-Jun-07,01-Dec-19,01-Dec-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,,2002-2003,2007-2008,DIESEL,,
12764.0,SRINAGAR RTO,JK01F9443,08-Nov-02,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,12-Dec-02,12-Dec-20,11-Dec-22,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,,2002-2003,2002-2003,DIESEL,,
12765.0,SRINAGAR RTO,JK01F9547,14-Nov-02,LPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,24-Oct-96,20-May-19,20-May-20,WESTERN AREA OF SRINAGAR CITY,,SafaKadal ,Jehangir Chowk,SMHS,,2002-2003,1996-1997,DIESEL,,
12766.0,SRINAGAR RTO,JK01F9844,16-Dec-02,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,17-Feb-04,17-Feb-19,16-Feb-20,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Chadora,Bypass,Ordinary Service,2002-2003,2003-2004,DIESEL,,
12767.0,SRINAGAR RTO,JK01G0182,10-Mar-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,08-Dec-03,08-Dec-22,07-Dec-23,OUTSKIRTS OF SRINAGAR CITY,,Parimpora,Rangrath,Bypass,Ordinary Service,2002-2003,2003-2004,DIESEL,,
12768.0,SRINAGAR RTO,JK01G0206,11-Mar-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,24-May-04,24-May-23,23-May-28,EASTERN AREA OF SGR ROTATION BASIS,,LD,Panthachowk,Dalgate,Ordinary Service,2002-2003,2004-2005,DIESEL,,
12770.0,SRINAGAR RTO,JK01G1016,24-Apr-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,26-Feb-96,26-Feb-20,26-Feb-21,EASTERN AREA OF SGR ROTATION BASIS,,LD,Panthachowk,Dalgate,Ordinary Service,2003-2004,1995-1996,DIESEL,,
12771.0,SRINAGAR RTO,JK01G1374,01-May-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,25-Apr-02,25-Jul-18,24-Jul-19,WESTERN AREA OF SRINAGAR CITY,,"Hazratbal, Lalbazar",Parimpora,Rajiakadal,Express Service,2003-2004,2002-2003,DIESEL,,
12772.0,SRINAGAR RTO,JK01G1541,05-May-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,15-Oct-99,14-Nov-19,14-Nov-20,EASTERN AREA OF SGR ROTATION BASIS,,LD,Panthachowk,Dalgate,Ordinary Service,2003-2004,1999-2000,DIESEL,,
12773.0,SRINAGAR RTO,JK01G1799,10-May-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,19-Feb-04,18-Feb-20,18-Feb-21,,,HAZRATBAL,BONE JOINT HOSPITAL BARZALLA,"ABDULLAH BRIDGE,LD HOSPITAL",Ordinary Service,2003-2004,2003-2004,DIESEL,,
12776.0,SRINAGAR RTO,JK01G2839,05-Jun-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,05-May-89,10-May-20,09-May-23,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2003-2004,1989-1990,DIESEL,,
12779.0,SRINAGAR RTO,JK01G3847,01-Jul-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,10-Jun-97,10-Jun-16,09-Jun-20,EASTERN AREA OF SGR ROTATION BASIS,,Hazratbal,LD,Rainawara,Ordinary Service,2003-2004,1997-1998,DIESEL,,
12780.0,SRINAGAR RTO,JK01G4161,10-Jul-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,15-Apr-03,14-Apr-19,13-Apr-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,Ordinary Service,2003-2004,2003-2004,DIESEL,,
12782.0,SRINAGAR RTO,JK01G4375,18-Jul-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR URBAN ROUTES,19-Dec-96,18-Dec-19,18-Dec-20,EASTERN AREA OF SGR ROTATION BASIS,,Batamallo,Panthachowk,Tengpora,,2003-2004,1996-1997,DIESEL,,
12783.0,SRINAGAR RTO,JK01G4803,05-Aug-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,17-Apr-92,16-Apr-25,15-Apr-30,WESTERN AREA OF SGR ROTATION BASIS,,Parimpora,Chadora,Jehangir Chowk,,2003-2004,1992-1993,DIESEL,,
12784.0,SRINAGAR RTO,JK01G4804,05-Aug-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-Dec-96,10-Dec-20,09-Dec-22,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Ordinary Service,2003-2004,1996-1997,DIESEL,,
12785.0,SRINAGAR RTO,JK01G5015,14-Aug-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,24-Sep-04,21-Jun-17,20-Apr-19,EASTERN AREA OF SGR ROTATION BASIS,,Panthachowk,LD,Dalgate,Ordinary Service,2003-2004,2004-2005,DIESEL,,
12786.0,SRINAGAR RTO,JK01G5150,18-Aug-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,18-Nov-96,18-Nov-25,17-Nov-30,EASTERN AREA OF SGR ROTATION BASIS,,Panthachowk,LD,Dalgate,Ordinary Service,2003-2004,1996-1997,DIESEL,,
12787.0,SRINAGAR RTO,JK01G5227,22-Aug-03,MPV,Commercial,Bus,Stage Carriage Permit,MINI BUSES FOR RURAL ROUTES,29-Aug-03,28-Aug-20,27-Aug-22,ALL ROUTES OF UT J&K,,GBS,LAL CHOWK,NALLAMAR ROAD,Ordinary Service,2003-2004,2003-2004,DIESEL,,
12789.0,SRINAGAR RTO,JK01G6087,18-Sep-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,09-May-03,09-May-19,08-May-20,EASTERN AREA OF SGR ROTATION BASIS,,Parimpora,Panthachowk,Dalgate,Express Service,2003-2004,2003-2004,DIESEL,,
12790.0,SRINAGAR RTO,JK01G6276,26-Sep-03,MPV,Commercial,Bus,Stage Carriage Permit,MEDIUM BUSES,06-Jun-89,06-Jun-21,05-Jun-22,WESTERN AREA OF SRINAGAR CITY,,Parimpora,Jawahairnagar,LD,Ordinary Service,2003-2004,1989-1990,DIESEL,,
