"Route_Code","Route_Name","Eng_O","Eng_D","Eng_KM","Eng_Cycle_Min","Eng_Headway","Eng_Fleet","Eng_Type","Eng_Load","Real_RoadKM","Real_OneWay_Time","Real_Service","Coord_Check","KM_Delta_Pct","Time_Check","Verdict","Finding","Sources"
"SRGB02020503","Batamaloo to Manigam","34.068715,74.779627","34.231314,74.953744","54.466","163.4","15","13","Regional_District","0.414","31-40","~45-60 min","SSCL/CHALO e-bus (15-min); Manigam (Lar tehsil) is real","Coords good (Manigam in Lar, Ganderbal); but no ""via"" in name","55","One-way ~82 min is long vs a ~45-60 min direct trip","REVIEW","Direct Srinagar/Batamaloo to Manigam is only ~31-40 km (Manigam ~31 km from Srinagar centre via Ganderbal), yet engine models 54.5 km with no ""via"" leg in the name. Either add the via-Hazratbal alignment to the name or cut Route_KM to ~35-40 km.","distancesfrom.com (Ganderbal-Manigam 10 km), distancebetween2.com (Srinagar-Ganderbal 21 km), onefivenine.com"
"BRSR06020139","Botingue to Srinagar","34.371767,74.489273","34.07457,74.820502","61.995","186.0","50","5","Regional_District","0.092","53-58","~70-85 min","Botingoo (Sopore/Dangarpora belt) - Sopore - Srinagar bus/SUMO","Coords good (N of Sopore, Dangarpora/Zaingair belt)","12","One-way ~93 min a bit long","PASS","Botingoo is real (Dangarpora/Sopore tehsil, Baramulla). Sopore-Srinagar ~45-49 km + ~8-10 km village leg gives ~53-58 km; engine 62.0 km is ~12% high but within tolerance.","geolysis.com, en.wikipedia.org/wiki/Sopore, distancesfrom.com"
"KGSR02020139","Devsur to Srinagar","33.639414,75.094115","34.07457,74.820502","65.241","195.7","50","5","Regional_District","0.11","71-76","~1h45m-2h","JKSRTC + heavy private sumo via Kulgam-Anantnag-NH44","OK - coord ~8km E of Kulgam matches Devsar tehsil (6km E of Kulgam)","-11","one-way ~98min plausible vs ~105-120 real","PASS","Devsar (Bona Devsar) is a real tehsil town 6km east of Kulgam; corridor runs via Kulgam then NH44. Engine 65km slightly under real ~71-76km but within tolerance. Headway/fleet sane for a district lifeline.","kulgam.nic.in/how-to-reach, en.wikipedia.org/wiki/Devsar,_Jammu_and_Kashmir, distancebetween2.com/srinagar/kulgam"
"BRSR01020239","Fathgath to Srinagar","34.1981,74.364653","34.07457,74.820502","56.5","169.5","50","5","Regional_District","0.072","50-55","~1h-1h15m","JKSRTC + private on Baramulla-Pattan-Srinagar NH (frequent)","OK - coord by Baramulla; Fatehgarh/Fatehgadh is ~5km from Baramulla","9","one-way ~85min vs real ~60-75min - slightly long","PASS","Fathgath = Fatehgadh/Fatehgarh village ~5km from Baramulla; well-served Srinagar-Baramulla NH corridor (Pattan 27km from Srinagar). Engine 56.5km vs real ~50-55km is within +9%. Coord correct.","en.wikipedia.org/wiki/Fatehgadh,_Baramulla, onefivenine.com Fatehgarh, en.wikipedia.org/wiki/Pattan"
"SPSR01020139","Harman to Srinagar","33.717153,74.831268","34.07457,74.820502","48.805","146.4","50","4","Regional_District","0.131","48-60","~1h-1h20m","JKSRTC/sumo via Shopian-Pulwama-Srinagar","REVIEW - coord (33.717,74.831) sits on Shopian town, not Herman village which is ~8.7km SW of Shopian","-2","one-way ~73min plausible","REVIEW","Harman = Herman"," a real Shopian tehsil ~8.7km SW of Shopian town. Engine pinned it to Shopian town coords (~50km) rather than Herman proper (~59-60km from Srinagar). Distance to the placed point is fine; the endpoint is the district-town approximation. Re-pin to actual Herman if precise terminal needed."
"SPSR01020239","Heff to Srinagar","33.795859,74.973311","34.07457,74.820502","40.635","121.9","50","4","Regional_District","0.095","44-48","~1h-1h10m","sumo/minibus via Pulwama corridor","OK - Heff is ~7km E of Shopian toward Kulgam/Pulwama; coord consistent","-12","one-way ~61min plausible","PASS","Heff is a real village in Shopian block (~46km from Srinagar"," 7km E of Shopian). Engine 40.6km is ~12% under real ~44-48km - within tolerance. Coord and corridor sound."
"SRBG02022003","Jehangir Chowk to Budgam","34.071881,74.804719","34.006185,74.641626","45.581","136.7","50","4","Regional_District","0.098","10-13","~25-35min","JKSRTC + very frequent local minibus (Budgam is a Srinagar satellite)","OK - both coords correct (Jehangir Chowk central Srinagar; Budgam town)","314","one-way ~68min is ~2-3x too long for an 11km trip","REVIEW","Straight-line is only 16.7km but engine road=45.6km (circuity 2.73x); real Srinagar/Jehangir Chowk to Budgam is ~10-13km by road. Engine over-modeled the corridor ~4x - likely a routing detour artifact. Fix Route_KM to ~11-13km; cycle/fleet should drop accordingly.","yatra.com budgam-to-srinagar (9km), mapsofindia.com budgam-to-srinagar, haversine 16.7km"
"BRBR02010101","Kamalkote to Baramulla","34.085545,74.045409","34.208735,74.342587","45.819","137.5","35","5","Regional_District","0.767","37-46","~1h-1h20m","JKSRTC + sumo on Uri-Baramulla NH (LoC border zone)","OK - Kamalkote is in Uri block ~9km from Uri; coord plausible west of Uri","0","one-way ~69min vs ~60-80min real on winding Uri NH","PASS","Kamalkote is a real Gram Panchayat in Uri block ~37km W of Baramulla via Uri. Engine 45.8km within range (sources give 37-46km; Uri-Baramulla NH winds along Jhelum). Border/LoC zone - permits/winter constraints exist (unmodelled). Fleet/headway sane.","onefivenine.com Kamalkote, gramvikas...uri/kamalkote, facebook Baramulla-Uri 50km"
"SPSR01020339","Kaprin to Srinagar","33.66973,74.904441","34.07457,74.820502","58.528","175.6","50","5","Regional_District","0.17","55","~1h15m-1h30m","sumo/minibus via Shopian-Pulwama","OK - Kaprin is ~9km E of Shopian; coord consistent","6","one-way ~88min slightly long vs ~75-90min","PASS","Kaprin is a real village in Shopian tehsil ~9km from Shopian (~55km from Srinagar). Engine 58.5km within +6%. Coord and corridor sound.","onefivenine.com/india/villages/Shopian/Shopian/Kaprin, shopian.quora.com, distancebetween.co.in shopian"
"KGSR03020339","Katrosoo to Srinagar","33.686656,74.994781","34.07457,74.820502","69.172","207.5","50","6","Regional_District","0.109","75-77","~1h40m-2h","sumo via Kulgam-Anantnag-NH44","OK - Katrusu is ~7km from Kulgam; coord plausible","-9","one-way ~104min plausible vs ~110-120min","PASS","Katrosoo = Katrusu"," a real Kulgam-tehsil village ~7km from Kulgam (~75-77km from Srinagar via Kulgam+NH44). Engine 69.2km ~9% under - within tolerance. Coord/corridor sound."
"KGSR03020239A","Khull Ahmadabad to Srinagar","33.645205,75.018914","34.07457,74.820502","66.828","200.5","50","6","Regional_District","0.105","67-72","~1h35m-1h50m","JKSRTC + sumo via Kulgam-NH44","REVIEW - coord = Kulgam town (33.645/75.019); Khull village approximated to district town","-5","one-way ~100min plausible","REVIEW","Khull is a real Kulgam Nayabat (pin 192233); engine pinned ""Khull Ahmadabad"" to Kulgam town coords (the A/B suffix pairs it with the Kulgam route on the same point). Distance fine vs Kulgam-Srinagar ~69km; endpoint is a known district-centre approximation, not the actual Khull/Ahmadabad locality. Re-pin if precise terminal required.","indiatvnews.com pincode/kulgam/khull, mindat.org Khul Kulgam, kulgam.nic.in (Khull Nayabat)"
"KGSR03020239B","Kulgam to Srinagar","33.64457,75.018745","34.07457,74.820502","67.019","201.1","50","6","Regional_District","0.106","67-69","~1h20m-1h40m","JKSRTC + frequent sumo via Anantnag-NH44","OK - coord = Kulgam town (33.644/75.019) exact","-3","one-way ~100min vs real ~80-100min","PASS","Kulgam-Srinagar is a real"," well-served district corridor; sources give 67-69km road. Engine 67.0km matches (-3%). Coord exact. Headway/fleet sane for a district trunk lifeline."
"KWSR03020339","Kupwara to Srinagar","34.603824,74.23032","34.07457,74.820502","102.958","308.9","50","9","Regional_District","0.139","86-90","~2h-2h30m","JKSRTC + sumo via Handwara-Baramulla-NH (Kralpora-Srinagar SRTC service exists)","OK - coord N of Kupwara town; Kupwara real","19","one-way ~154min vs real ~120-150min","REVIEW","Real Kupwara-Srinagar driving distance is ~86.7km (tourtravelworld/distancebetween2); engine 103km is +19% over. Likely routes via a longer Handwara/Sopore detour rather than the direct line. Corridor and service real (SRTC runs it). Recommend trimming Route_KM toward ~88-90km; fleet of 9 then eases.","tourtravelworld.com srinagar-to-kupwara, distancebetween2.com/srinagar/kupwara, kupwara.nic.in, jksrtc.co.in"
"ANSR01020239","Mawan to Srinagar","33.730216,75.14856","34.07457,74.820502","56.111","168.3","50","5","Regional_District","0.093","53-59","~1h10m-1h30m","JKSRTC + frequent sumo on NH44 via Anantnag","OK - Mawan coord adjacent to Anantnag town (33.745/75.186); in Anantnag district","-2","one-way ~84min plausible vs ~70-90min","PASS","Mawan is a real Anantnag-district locality near Anantnag town; corridor is the Anantnag-Srinagar NH44 trunk (~53-59km). Engine 56.1km within -2%. Coord/corridor sound.","en.wikipedia.org/wiki/Anantnag, yatra.com anantnag-to-srinagar, distancebetween2.com/srinagar/anantnag"
"KGSR01020139","Nehama to Srinagar","33.634388,74.895335","34.07457,74.820502","62.131","186.4","50","5","Regional_District","0.198","62-70","~1h45m-2h","JKRTC/private sumo on the Kulgam-D.H.Pora-Srinagar corridor, a few daily","GOOD: Nehama is a real village in D.H. Pora tehsil, Kulgam (~12 km SW of Kulgam town); coords land in that belt, haversine 49 km, circuity 1.26 normal","-7","Plausible: one-way ~93 min modelled vs ~105-120 min real for the foothill road","PASS","Real corridor; Nehama in D.H.Pora/Kulgam confirmed. Kulgam-Srinagar ~67 km and Nehama ~12 km beyond, so 62 km is in band. The 50-min headway over-provisions a thin low-load lifeline but is the deliberate year-round recommended size.","villageinfo.org/village/4061, geolysis.com, distancesfrom.com"
"SRBP02012703","Pantha Chowk to Safapora","34.044708,74.833526","34.376895,74.718101","60.631","181.9","15","15","Regional_District","0.237","36-40","~1h10m-1h30m","Ganderbal/Sumbal corridor served by JKRTC + heavy private minibus","GOOD endpoints, but circuity 1.58 is high: Safapora is a real Ganderbal village, Pantha Chowk is south Srinagar; haversine only 38 km","59","Cycle implies ~91 min one-way vs ~75-85 min real","REVIEW","Safapora is officially 30 km from Srinagar (via Sumbal or Ganderbal); adding ~7-8 km for the Pantha Chowk origin gives ~38 km real, yet engine models 60.6 km (+59%). Inflated/indirect routing - recommend re-check the OSRM path, should be ~38-40 km.","en.wikipedia.org/wiki/Safapora, distancebetween2.com, ganderbal.nic.in"
"KGSR03020439","Pariwan to Srinagar","33.662974,74.924196","34.07457,74.820502","60.618","181.9","50","5","Regional_District","0.185","63-70","~1h45m-2h","Kulgam/Yaripora-Srinagar corridor served by JKRTC + sumo","GOOD: Pariwan is a real village in Kulgam tehsil (~9 km from Kulgam); coords in the Yaripora/Kulgam belt, haversine 47 km, circuity 1.30","-9","Plausible: one-way ~91 min modelled vs ~105-115 min real","PASS","Real corridor; Pariwan (Kulgam) confirmed 9 km from Kulgam HQ. 60.6 km consistent with Kulgam-Srinagar ~67 km. 50-min headway over-provisions a low-load lifeline (deliberate year-round size).","villageinfo.in (Pariwan), kulgam.nic.in, distancesfrom.com"
"PWSR03020839","Sangerwani to Srinagar","33.797611,74.727362","34.07457,74.820502","44.959","134.9","50","4","Regional_District","0.131","39-45","~1h05m-1h25m","Pulwama/Rajpora-Srinagar corridor served by JKRTC + minibus/sumo","GOOD: Sanger Wani is a real village in Rajpora tehsil, Pulwama (~8 km from Pulwama town); coords in SW-Pulwama foothills, haversine 32 km (circuity 1.41 = foothill detour)","8","Plausible: one-way ~67 min vs ~65-85 min real","PASS","Real corridor; Sanger Wani (Rajpora, Pulwama) confirmed. Pulwama-Srinagar ~31 km and Sangerwani ~8-13 km further SW, so 45 km is in band. Headway/fleet sane for a thin lifeline.","en.wikipedia.org/wiki/Sanger_Wani, villageinfo.in, distancebetween2.com"
"SPSR01020539","Sedow to Srinagar","33.664237,74.784877","34.07457,74.820502","57.772","173.3","50","5","Regional_District","0.162","46","~1h15m-1h35m","Shopian-Srinagar corridor served by JKRTC (Srinagar-Shopian listed) + sumo; Sedow is a feeder off it","GOOD: Sedow is a real village in Shopian tehsil (~8 km from Shopian town); coords in Shopian foothills, haversine 46 km, circuity 1.26","26","One-way ~87 min modelled vs ~75-95 min real; acceptable","REVIEW","Sedow is officially 46 km from Srinagar (shopian.nic.in / icbse); engine models 57.8 km (+26%). Endpoint correct but distance over-modelled - recommend re-check OSRM path, target ~46-50 km.","shopian.nic.in, geolysis.com, icbse.com"
"ANSR06020139","Shangus to Srinagar","33.744937,75.346685","34.07457,74.820502","80.474","241.4","50","6","Regional_District","0.282","75-79","~2h-2h30m","JKRTC runs Srinagar-Anantnag; Shangus (tehsil HQ) served via Anantnag by sumo/minibus","GOOD: Shangus is a real Anantnag tehsil; coords sit SE toward Achabal/Kokernag edge, haversine 61 km. Must route via Anantnag (no direct road)","5","Plausible: one-way ~120 min vs ~120-150 min real for the via-Anantnag approach","PASS","Real corridor; Shangus-Srinagar ~75-79 km via Anantnag (Airport-Shangus 69 km; Anantnag-Srinagar 59 km plus Shangus ~20 km from Anantnag). Engine 80.5 km is a good match. Tourist flag (Kokernag/Achabal belt) reasonable.","en.wikipedia.org/wiki/Shangus, yatra.com, distancesfrom.com"
"SPSR01020639","Shopian to Srinagar","33.719229,74.833266","34.07457,74.820502","48.367","145.1","50","4","Regional_District","0.13","41-51","~1h-1h20m","JKRTC explicitly runs Srinagar-Shopian; heavy private minibus/sumo, multiple daily","GOOD: Shopian town coords correct, haversine 39.5 km, circuity 1.22 normal","5","Plausible: one-way ~73 min vs ~55-80 min real","PASS","Real, well-served trunk corridor. Sources span 41-57 km (most 41-51); engine 48.4 km sits mid-range. The 50-min headway likely UNDER-provisions a busy district corridor that runs frequent service - could justify a tighter headway.","distancebetween2.com, jksrtc.co.in, distancesfrom.com"
"KWSR03020539","Sogam to Srinagar","34.497043,74.37747","34.07457,74.820502","105.052","315.2","50","9","Regional_District","0.16","114","~2h30m-3h","Bus takes ~2h30m over 114 km via Sopore and Kupwara; JKRTC + Justdial-listed Sogam-Srinagar bus services","GOOD: Sogam (Lolab HQ, Kupwara) coords correct, haversine 62 km, circuity 1.69 reflects the long Sopore-Kupwara-Lolab dogleg","-8","Plausible: one-way ~158 min vs ~150 min real (2h30m)","PASS","Real corridor confirmed at 114 km via Sopore/Kupwara (Lolab Valley); engine 105 km slightly short but in band. Far-north Lolab lifeline - real frequency is a few buses/day, so 50-min headway over-provisions, but is the deliberate year-round size.","en.wikipedia.org/wiki/Lolab_Valley, justdial.com, onefivenine.com"
"BRSR06020239","Sopore to Srinagar","34.287026,74.462679","34.07457,74.820502","50.022","150.1","50","5","Regional_District","0.053","46-49","~55m-1h10m","JKRTC + very heavy private minibus on the Sopore-Sangrama-Srinagar trunk, frequent","GOOD: Sopore (Baramulla) coords correct, haversine 40.5 km, circuity 1.23 normal","5","Plausible: one-way ~75 min modelled vs ~50-55 min real; slightly slow","PASS","Real, busy trunk corridor. Sources 43-49 km (most ~46-49); engine 50 km matches. Lowest load (0.053) of the batch yet 5 buses - the 50-min headway over-provisions a corridor already saturated by private operators.","distancebetween2.com, distancesfrom.com, alldistancebetween.com"
"SRBR02073901","Srinagar to Aboora","34.07457,74.820502","34.056918,74.536834","32.753","98.3","50","3","Regional_District","0.038","30-37","~50m-1h05m","Beerwah/Khansahib (Budgam) corridor served by JKRTC + minibus","WEAK: village 'Aboora' not confirmed by name, but coords (34.057,74.537) fall in the Beerwah/Khansahib belt of Budgam (~26 km haversine, circuity 1.25); plausible","-3","Plausible: one-way ~49 min vs ~50-60 min real","REVIEW","Could not verify a village named 'Aboora'; coords place it in the Beerwah area of Budgam where towns are 27-35 km from Srinagar, so 32.8 km is in band. Recommend confirming exact stop name/spelling against the permit register.","en.wikipedia.org/wiki/Beerwah,_Jammu_and_Kashmir, mapsofindia.com, onefivenine.com"
"SRBG02063901","Srinagar to Arizal","34.07457,74.820502","33.850294,74.564558","44.306","132.9","50","4","Regional_District","0.071","45-50","~1h10m-1h30m","Srinagar-Magam-Beerwah-Arizal route served by minibus/sumo, limited frequency","GOOD: Aarizal is a real village in Khansahib tehsil, Budgam (Sukhnag Valley, Pir Panjal base); coords correct, haversine 34 km, circuity 1.29","-2","Plausible: one-way ~66 min vs ~75-90 min real for the foothill climb","PASS","Real corridor; Aarizal is officially 45 km from Srinagar (50 km via Magam-Beerwah). Engine 44.3 km is an excellent match. Tourist flag (Sukhnag/Doodhpathri belt) reasonable.","en.wikipedia.org/wiki/Aarizal, budgam.nic.in, distancecalculator.globefeed.com"
"SRBR02073902","Srinagar to Baderkote","34.07457,74.820502","34.041835,74.459012","42.864","128.6","50","4","Regional_District","0.062","35-45","~1h-1h20m","Beerwah/Khansahib (Budgam) corridor served by JKRTC + minibus","WEAK: village 'Baderkote' not confirmed by name, but coords (34.042,74.459) fall in the Beerwah/Khansahib belt of Budgam (~33 km haversine, circuity 1.28); plausible","2","Plausible: one-way ~64 min vs ~60-80 min real","REVIEW","Could not verify a village named 'Baderkote'; coords place it west of Beerwah in Budgam where towns are ~27-45 km from Srinagar, so 42.9 km is in band. Tourist flag set. Recommend confirming exact stop name/spelling against the permit register.","en.wikipedia.org/wiki/Beerwah,_Jammu_and_Kashmir, mapsofindia.com, budgam.nic.in"
"SRBG02023902","Srinagar to Badrun","34.07457,74.820502","34.034217,74.545671","33.307","99.9","50","3","Regional_District","0.038","24-26","~45-55 min","Private/sumo + JKRTC via Beerwah/Magam","OK","33","plausible","REVIEW","Badran/Budran is a village in Beerwah/Magam tehsil ~25 km from Srinagar; engine 33.3 km is ~33% high (likely a via-routing/coord overshoot west). Corridor real and served. Suggest trimming Route_KM toward ~25 km.","onefivenine.com (Budran/Khag); en.wikipedia.org/wiki/Badran,_Kashmir; en.wikipedia.org/wiki/Beerwah"
"SRBG02013902","Srinagar to Beeru","34.07457,74.820502","34.014196,74.718705","15.277","45.8","50","2","Regional_District","0.012","~25","~45 min","Srinagar-Budgam-Khansahib (Doodhpathri route) sumo/bus","COORD OFF","-39","under","REVIEW","Raiyar (Beeru) in Khan-Sahib block is ~25 km from Srinagar by road; engine coord (34.014,74.719) sits only 11.5 km straight-line, pinned too close to Srinagar (real Beeru ~33.96N,74.65E). Engine 15.3 km under-models by ~39%. Re-pin endpoint and re-route.","onefivenine.com/Raiyar-Beeru/Khan-sahib; villageinfo.in raiyar-beruwa; budgam.nic.in Doodhpathri"
"SRBG02043901","Srinagar to Charishreef","34.07457,74.820502","33.862393,74.769676","31.248","93.7","50","3","Regional_District","0.091","28-33","~54 min","Regular bus/sumo Srinagar-Chrar-i-Sharief","OK","2","plausible","PASS","Charar-i-Sharief (Budgam) is a real, well-served pilgrimage town 28-33 km from Srinagar. Engine 31.2 km sits in the source midpoint; coord on the south approach toward Yusmarg is fine. Headway generous vs real frequency but per design.","distancebetween2.com srinagar/charari_sharief; distancesfrom.com (28 km); trawell.in charar-e-sharief"
"SRBG02023904","Srinagar to Chewdara","34.07457,74.820502","34.026765,74.605522","28.163","84.5","50","3","Regional_District","0.029","~23","~40-45 min","Beerwah-block sumo/bus","OK","22","plausible","REVIEW","Chewdara (Beerwah block) is ~23 km from Srinagar (3 km from Beerwah). Engine 28.2 km is ~22% high. Real corridor and service exist; trim Route_KM toward ~23 km.","onefivenine.com Chewdara-A/Beerwah; en.wikipedia.org/wiki/Chewdara; indiainfo.net pincode 193411"
"SRKW02013901","Srinagar to Chowkibal","34.07457,74.820502","34.52207,74.185035","94.972","284.9","50","7","Regional_District","0.144","125-126","~2h 30m","JKRTC/sumo via Kupwara (border-belt town)","OK","-25","under (mountain belt)","REVIEW","Chowkibal (Kupwara, on the Tangdhar/Sadhna Pass approach) real road ~125 km; engine 94.97 km under-models by ~25% - routing engine under-counts the Srinagar-Kupwara-Chowkibal hill road. Corridor real, near LoC. Lengthen Route_KM/cycle.","distancesfrom.com srinagar-to-Chowkibal-Kupwara (125 km); alldistancebetween.com srinagar-chowkibal-kupwara"
"SRKW02033901","Srinagar to Dardpora","34.07457,74.820502","34.509274,74.083674","106.39","319.2","50","9","Regional_District","0.159","98-106","~2h 45m","JKRTC/sumo via Kupwara-Kralpora (Lolab belt)","OK","3","plausible","REVIEW","Two Dardporas in Kupwara; engine coord (far-west 74.08E) is the Kralpora/LoC-side village, plausibly ~98-106 km road. Engine 106 km OK against that. BORDER/permit belt, single-lane, winter-prone - feasibility caveat (seasonality unmodelled).","onefivenine.com Dardpora/Sogam & Dardpora-A/Kralpora; kupwara.nic.in Lolab; yatra.com srinagar-kupwara"
"SRBP02033901","Srinagar to Hajin","34.07457,74.820502","34.287194,74.620791","35.566","106.7","50","4","Regional_District","0.03","~32","~50 min","Frequent sumo/bus Srinagar-Hajin (Bandipora)","OK","11","plausible","PASS","Hajin (Sumbal/Bandipora) is a real, well-served town ~32 km by road; engine 35.6 km within tolerance. Coord and corridor sound.","distancesfrom.com srinagar-to-Hajin-PS (32 km); onefivenine.com Hajin/Bandipora; bandipore.nic.in how-to-reach"
"SRKW02013902","Srinagar to Handwara","34.07457,74.820502","34.399395,74.283019","73.767","221.3","50","6","Regional_District","0.105","71-75","~1h 25m","Regular JKRTC/sumo Srinagar-Handwara","OK","1","plausible","PASS","Handwara (Kupwara dist.) real road 71-75 km; engine 73.8 km dead-on. Coord and corridor correct.","distancesfrom.com srinagar-to-Handwara (73-75 km); distancebetween2.com handwara/srinagar; handwara.jkonline.in"
"SRBG02023905","Srinagar to Isganderpora","34.07457,74.820502","34.025543,74.567653","33.616","100.8","50","4","Regional_District","0.026","~25-28","~45 min","Beerwah-block sumo/bus","OK","27","plausible","REVIEW","Iskanderpora (Beerwah block, pincode 193411 with Beerwah/Chewdara/Kandoora) sits in the ~25-28 km belt; engine 33.6 km is ~27% high (via-routing overshoot). Real corridor; trim Route_KM.","indiainfo.net pincode 193411 (Kandoora cluster); onefivenine.com Beerwah villages; en.wikipedia.org/wiki/Beerwah"
"SRBR02073903","Srinagar to Karhama","34.07457,74.820502","34.061943,74.51838","32.861","98.6","50","3","Regional_District","0.038","~33","~55 min","Local sumo/bus (Budgam/Kunzer belt)","OK","0","plausible","PASS","Karhama (~6 km from Budgam HQ, Kunzer/Budgam belt) ~33 km from Srinagar; engine 32.9 km dead-on. Corridor real.","onefivenine.com Karhama/Kunzer & Budgam; villagemaps.in karhama-budgam; budgam.nic.in"
"SRSP02013904","Srinagar to Keller","34.07457,74.820502","33.762682,74.765946","50.376","151.1","50","5","Regional_District","0.114","~47","~1h 15m","Sumo/bus via Shopian (Keller is ~12.5 km N of Shopian)","OK","7","plausible","PASS","Keller, Shopian is a real village ~47 km from Srinagar (Shopian ~48-51 km, Keller ~12.5 km from Shopian town); engine 50.4 km within tolerance. Coord/corridor sound.","en.wikipedia.org/wiki/Keller,_Shopian; distancesfrom.com srinagar-to-Shopian (48 km); shopian.nic.in"
